CLDI	PUB	loc	no	raw_translit	normalized_translit	annotations	transli_entities	entities
P103298	AUCT 1, 453	@reverse	14	mu ha-ar-szi{ki} u3 ki-masz{ki} ba-hul	mu ha-ar-ci{ki} u3 ki-mac{ki} ba-hul		mu(year) ha-ar-szi{ki} u3 ki-masz{ki} ba-hul	ki-masz{ki}
P103300	AUCT 1, 455	@left	1	1(gesz2) 2(u)	1(gec2) 2(u)			
P103301	AUCT 1, 456	@reverse	5	iti ezem-{d}nin-a-zu	iti ezem-{d}nin-a-zu		iti[month] ezem-{d}nin-a-zu	
P103302	AUCT 1, 457	@left	1	4(disz)	4(dic)			
P103303	AUCT 1, 458	@reverse	3	mu {d}i-bi2-{d}suen lugal	mu {d}i-bi2-{d}suen lugal		mu(year) {d}i-bi2-{d}suen lugal	{d}i-bi2-{d}suen
P103304	AUCT 1, 459	@reverse	9	[mu] us2-sa ur-bi2-lum{ki} ba-hul	[mu] us2-sa ur-bi2-lum{ki} ba-hul		[mu(year)] us2-sa ur-bi2-lum{ki} ba-hul	ur-bi2-lum{ki}
P103305	AUCT 1, 460	@reverse	2	mu ur-bi2-lum{ki} ba-hul	mu ur-bi2-lum{ki} ba-hul		mu(year) ur-bi2-lum{ki} ba-hul	ur-bi2-lum{ki}
P103307	AUCT 1, 462	@reverse	7	mu ur-bi2-lum{ki} ba-hul	mu ur-bi2-lum{ki} ba-hul		mu(year) ur-bi2-lum{ki} ba-hul	ur-bi2-lum{ki}
P103308	AUCT 1, 463	@left	2	2(disz)	2(dic)			
P103309	AUCT 1, 464	@left	1	1(disz)	1(dic)			
P103310	AUCT 1, 465	@left	1	1(u) 2(disz)	1(u) 2(dic)			
P103311	AUCT 1, 466	@left	1	2(disz)	2(dic)			
P103312	AUCT 1, 467	@left	1	8(disz)	8(dic)			
P103313	AUCT 1, 468	@left	1	1(disz)	1(dic)			
P103314	AUCT 1, 469	@reverse	5	mu {d}amar-{d}suen lugal	mu {d}amar-{d}suen lugal		mu(year) {d}amar-{d}suen lugal	{d}amar-{d}suen
P103315	AUCT 1, 470	@left	1	7(disz)	7(dic)			
P103316	AUCT 1, 471	@left	1	2(disz)	2(dic)			
P103317	AUCT 1, 472	@reverse	4	mu en {d}nanna masz ba-pa3	mu en {d}nanna mac ba-pa3		mu(year) en {d}nanna masz ba-pa3	masz
P103318	AUCT 1, 473	@left	1	2(u) la2 1(disz)	2(u) la2 1(dic)			
P103321	AUCT 1, 476	@left	1	1(u)	1(u)			
P103322	AUCT 1, 477	@left	1	4(disz)	4(dic)			
P103323	AUCT 1, 478	@reverse	3	[mu] {d}szu-[{d}]suen [...]	[mu] {d}cu-[{d}]suen [...]		[mu(year)] {d}szu-[{d}]suen [...]	[...]
P103324	AUCT 1, 479	@seal 1	8	ARAD2-zu	ARAD2-zu			
P103325	AUCT 1, 480	@seal 1	2	dumu la-na kuruszda	dumu la-na kurucda		dumu(year) la-na kuruszda	
P103326	AUCT 1, 481	@seal 1	3	dumu ARAD2-[...]	dumu ARAD2-[...]		dumu(year) ARAD2-[...]	
P103327	AUCT 1, 482	@seal 1	2	sipa lugal	sipa lugal			
P103328	AUCT 1, 483	@seal 1	2	dumu la-na kuruszda	dumu la-na kurucda		dumu(year) la-na kuruszda	
P103329	AUCT 1, 484	@seal 1	1	mu ki-masz{ki} ba-hul	mu ki-mac{ki} ba-hul		mu(year) ki-masz{ki} ba-hul	
P103330	AUCT 1, 485	@reverse	2	mu si-mu-ru-um{ki} lu-lu-bu{ki} a-ra2 1(u) la2 1(disz)-kam-ma-asz ba-hul	mu si-mu-ru-um{ki} lu-lu-bu{ki} a-ra2 1(u) la2 1(dic)-kam-ma-ac ba-hul		mu(year) si-mu(year)-ru-um{ki} lu-lu-bu{ki} a-ra2 1(u) la2 1(disz)-kam-ma-asz ba-hul	
P103333	AUCT 1, 488	@reverse	16	[mu] {d}amar-{d}suen {gesz}gu-za [{d}en]-lil2-la2 in-dim2	[mu] {d}amar-{d}suen {gec}gu-za [{d}en]-lil2-la2 in-dim2		[mu(year)] {d}amar-{d}suen {gesz}gu-za [{d}en]-lil2-la2 in-dim2	{gesz}gu-za
P103334	AUCT 1, 489	@left	1	3(gesz2) 4(u) la2 1(disz)	3(gec2) 4(u) la2 1(dic)			
P103335	AUCT 1, 490	@reverse	4	mu us2-sa ki-masz{ki} hu-ur5-ti ba-hul	mu us2-sa ki-mac{ki} hu-ur5-ti ba-hul		mu(year) us2-sa ki-masz{ki} hu-ur5-ti ba-hul	
P103336	AUCT 1, 491	@reverse	4	iti ezem-{d}szul-gi	iti ezem-{d}cul-gi		iti[month] ezem-{d}szul-gi	
P103337	AUCT 1, 492	@reverse	7'	[x] tu#-ra#-am-i3-li2#	[x] tu#-ra#-am-i3-li2#			
P103338	AUCT 1, 493	@reverse	5	mu e2 {d}szara2 umma{ki}-ka ba-du3	mu e2 {d}cara2 umma{ki}-ka ba-du3		mu(year) e2 {d}szara2 umma{ki}-ka ba-du3	umma{ki}-ka
P103339	AUCT 1, 494	@reverse	6	mu us2-sa ki-masz{ki} ba-hul	mu us2-sa ki-mac{ki} ba-hul		mu(year) us2-sa ki-masz{ki} ba-hul	
P103340	AUCT 1, 495	@left	1	1(u)	1(u)			
P103342	AUCT 1, 497	@reverse	4	mu en eridu{ki} ba-hun	mu en eridu{ki} ba-hun		mu(year) en eridu{ki} ba-hun	
P103344	AUCT 1, 499	@reverse	5	mu ha-ar-szi{ki} ki-masz{ki} u3 hu-ur5-ti{ki} ba-hul	mu ha-ar-ci{ki} ki-mac{ki} u3 hu-ur5-ti{ki} ba-hul		mu(year) ha-ar-szi{ki} ki-masz{ki} u3 hu-ur5-ti{ki} ba-hul	hu-ur5-ti{ki}
P103345	AUCT 1, 500	@left	1	4(disz)	4(dic)			
P103346	AUCT 1, 501	@reverse	5	mu ki-masz{ki} u3 hu-ur5-ti{ki} ba-hul	mu ki-mac{ki} u3 hu-ur5-ti{ki} ba-hul		mu(year) ki-masz{ki} u3 hu-ur5-ti{ki} ba-hul	hu-ur5-ti{ki}
P103347	AUCT 1, 502	@left	1	1(u) ma-na	1(u) ma-na			
P103348	AUCT 1, 503	@reverse	5	mu us2-sa ki-masz{ki} u3 hur-ti{ki} ba-hul	mu us2-sa ki-mac{ki} u3 hur-ti{ki} ba-hul		mu(year) us2-sa ki-masz{ki} u3 hur-ti{ki} ba-hul	us2-sa
P103349	AUCT 1, 504	@reverse	2	mu si-mu-ru-um{ki} u3 lu-lu-bu{ki} a-ra2 1(u) la2 1(disz)-kam-asz ba-hul	mu si-mu-ru-um{ki} u3 lu-lu-bu{ki} a-ra2 1(u) la2 1(dic)-kam-ac ba-hul		mu(year) si-mu(year)-ru-um{ki} u3 lu-lu-bu{ki} a-ra2 1(u) la2 1(disz)-kam-asz ba-hul	
P103350	AUCT 1, 505	@left	1	5(gesz2) 4(u) 1(disz)	5(gec2) 4(u) 1(dic)			
P103351	AUCT 1, 506	@left	1	2(u) 2(disz) ma-na	2(u) 2(dic) ma-na			
P103352	AUCT 1, 507	@reverse	4	sze kiszib3 szu nu-ti-a lu2-e-ne	ce kicib3 cu nu-ti-a lu2-e-ne			
P103353	AUCT 1, 508	@reverse	5	mu ki-masz{ki} u3 hu-ur5-ti{ki} ba-hul	mu ki-mac{ki} u3 hu-ur5-ti{ki} ba-hul		mu(year) ki-masz{ki} u3 hu-ur5-ti{ki} ba-hul	hu-ur5-ti{ki}
P103354	AUCT 1, 509	@reverse	7	mu bad3 ma-da ba-du3	mu bad3 ma-da ba-du3		mu(year) bad3 ma-da ba-du3	
P103357	AUCT 1, 512	@reverse	2	mu ha-ar-szi{ki} u3 ki-masz{ki} ba-hul	mu ha-ar-ci{ki} u3 ki-mac{ki} ba-hul		mu(year) ha-ar-szi{ki} u3 ki-masz{ki} ba-hul	ki-masz{ki}
P103358	AUCT 1, 513	@left	1	1(gesz2) 4(u)	1(gec2) 4(u)			
P103359	AUCT 1, 514	@left	1	2(u) 3(disz) gu4 3(disz) ansze hi-a	2(u) 3(dic) gu4 3(dic) ance hi-a			
P103360	AUCT 1, 515	@reverse	3	mu us2-sa ki-masz{ki} ba-hul	mu us2-sa ki-mac{ki} ba-hul		mu(year) us2-sa ki-masz{ki} ba-hul	
P103361	AUCT 1, 516	@left	1	3(disz)	3(dic)			
P103363	AUCT 1, 518	@left	1	2(disz)	2(dic)			
P103364	AUCT 1, 519	@reverse	3	mu en {d}nanna ba-hun	mu en {d}nanna ba-hun		mu(year) en {d}nanna ba-hun	ba-hun
P103365	AUCT 1, 520	@left	1	2(disz) gu4	2(dic) gu4			
P103366	AUCT 1, 521	@left	1	5(disz) udu	5(dic) udu			
P103367	AUCT 1, 522	@left	1	5(disz) gin2 igi-3(disz)-gal2	5(dic) gin2 igi-3(dic)-gal2			
P103368	AUCT 1, 523	@left	1	3(disz)	3(dic)			
P103369	AUCT 1, 524	@left	1	1(u) gin2 1(u) 3(disz) sze	1(u) gin2 1(u) 3(dic) ce			
P103370	AUCT 1, 525	@left	1	2(disz)	2(dic)			
P103371	AUCT 1, 526	@left	1	1(disz)	1(dic)			
P103372	AUCT 1, 527	@left	1	1(u) 1(disz)	1(u) 1(dic)			
P103373	AUCT 1, 528	@left	1	1(u) la2 1(disz)	1(u) la2 1(dic)			
P103374	AUCT 1, 529	@left	1	4(disz)	4(dic)			
P103375	AUCT 1, 530	@left	1	2(gesz'u) 3(gesz2) 4(u) 3(disz)	2(gec'u) 3(gec2) 4(u) 3(dic)			
P103376	AUCT 1, 531	@reverse	4	mu {d}amar-{d}suen lugal	mu {d}amar-{d}suen lugal		mu(year) {d}amar-{d}suen lugal	{d}amar-{d}suen
P103377	AUCT 1, 532	@reverse	2	mu ma2-dara3-abzu ba-ab-du8	mu ma2-dara3-abzu ba-ab-du8		mu(year) ma2-dara3-abzu ba-ab-du8	
P103380	AUCT 1, 535	@left	1	1(disz) ma-na 8(disz) gin2 4(disz) nig2-ka9-ma	1(dic) ma-na 8(dic) gin2 4(dic) nig2-ka9-ma			
P103381	AUCT 1, 536	@left	1	1(gesz2) 3(u) 7(disz)	1(gec2) 3(u) 7(dic)			
P103386	AUCT 1, 541	@reverse	3	mu us2-sa e2 ba-du3 us2-sa-bi	mu us2-sa e2 ba-du3 us2-sa-bi		mu(year) us2-sa e2 ba-du3 us2-sa-bi	
P103388	AUCT 1, 543	@seal 1	3	[...]	[...]			
P103389	AUCT 1, 544	@left	1	5(disz)	5(dic)			
P103392	AUCT 1, 547	@left	1	3(gesz2) 4(u) 8(disz) udu	3(gec2) 4(u) 8(dic) udu			
P103393	AUCT 1, 548	@reverse	4	mu us2-sa ki-masz{ki} ba-hul	mu us2-sa ki-mac{ki} ba-hul		mu(year) us2-sa ki-masz{ki} ba-hul	
P103394	AUCT 1, 549	@column 3	3	mu [...]	mu [...]		mu(year) [...]	
P103395	AUCT 1, 550	@left	1	2(disz)	2(dic)			
P103397	AUCT 1, 552	@left	1	5(disz) gu4	5(dic) gu4			
P103398	AUCT 1, 553	@left	1	2(disz)	2(dic)			
P103399	AUCT 1, 554	@left	1	1(disz)	1(dic)			
P103400	AUCT 1, 555	@left	1	3(disz)	3(dic)			
P103401	AUCT 1, 556	@left	1	6(disz)	6(dic)			
P103403	AUCT 1, 558	@seal 1	3	sipa na-gab2-tum	sipa na-gab2-tum			
P103404	AUCT 1, 559	@column 1	8	ARAD2-zu	ARAD2-zu			
P103405	AUCT 1, 560	@reverse	2	mu en {d}inanna ba-hun	mu en {d}inanna ba-hun		mu(year) en {d}inanna ba-hun	ba-hun
P103408	AUCT 1, 563	@left	1	7(disz)	7(dic)			
P103410	AUCT 1, 565	@left	1	6(disz)	6(dic)			
P103411	AUCT 1, 566	@left	1	1(disz)	1(dic)			
P103412	AUCT 1, 567	@left	1	8(disz)	8(dic)			
P103413	AUCT 1, 568	@reverse	4	mu en-unu6-gal {d}<inanna> ba-hun	mu en-unu6-gal {d}<inanna> ba-hun		mu(year) en-unu6-gal {d}<inanna> ba-hun	ba-hun
P103414	AUCT 1, 569	@left	1	2(disz)	2(dic)			
P103415	AUCT 1, 570	@left	1	4(u) 1(disz)	4(u) 1(dic)			
P103416	AUCT 1, 571	@left	1	5(disz)	5(dic)			
P103417	AUCT 1, 572	@left	1	4(disz) gu4 1(u) udu	4(dic) gu4 1(u) udu			
P103418	AUCT 1, 573	@left	1	1(gesz2) 1(u)	1(gec2) 1(u)			
P103419	AUCT 1, 574	@left	1	3(disz) gu4	3(dic) gu4			
P103420	AUCT 1, 575	@left	1	1(u)	1(u)			
P103421	AUCT 1, 576	@left	1	2(disz)	2(dic)			
P103422	AUCT 1, 577	@left	1	5(u) 2(disz)	5(u) 2(dic)			
P103423	AUCT 1, 578	@left	1	2(u)	2(u)			
P103424	AUCT 1, 579	@left	1	4(disz) udu 1(disz) masz-da3	4(dic) udu 1(dic) mac-da3			
P103425	AUCT 1, 580	@reverse	4	mu sza-asz-ru{ki} ba-hul	mu ca-ac-ru{ki} ba-hul		mu(year) sza-asz-ru{ki} ba-hul	sza-asz-ru{ki}
P103426	AUCT 1, 581	@left	1	3(disz)	3(dic)			
P103427	AUCT 1, 582	@left	1	6(disz)	6(dic)			
P103428	AUCT 1, 583	@left	1	4(disz)	4(dic)			
P103429	AUCT 1, 584	@left	1	8(disz)	8(dic)			
P103430	AUCT 1, 585	@left	1	1(disz)	1(dic)			
P103431	AUCT 1, 586	@left	1	5(disz)	5(dic)			
P103432	AUCT 1, 587	@left	1	2(disz)	2(dic)			
P103433	AUCT 1, 588	@left	1	4(disz)	4(dic)			
P103434	AUCT 1, 589	@left	1	1(u) 5(disz)	1(u) 5(dic)			
P103435	AUCT 1, 590	@left	1	1(disz)	1(dic)			
P103436	AUCT 1, 591	@left	1	6(disz)	6(dic)			
P103437	AUCT 1, 592	@left	1	1(u) 5(disz)	1(u) 5(dic)			
P103438	AUCT 1, 593	@left	1	4(disz)	4(dic)			
P103439	AUCT 1, 594	@left	1	2(u) 6(disz) udu	2(u) 6(dic) udu			
P103440	AUCT 1, 595	@left	1	1(gesz2) 4(u)	1(gec2) 4(u)			
P103441	AUCT 1, 596	@left	1	1(u) 4(disz) udu	1(u) 4(dic) udu			
P103442	AUCT 1, 597	@left	1	2(disz)	2(dic)			
P103443	AUCT 1, 598	@left	1	1(disz)	1(dic)			
P103444	AUCT 1, 599	@left	1	1(disz)	1(dic)			
P103445	AUCT 1, 600	@left	1	1(u) 4(disz)	1(u) 4(dic)			
P103446	AUCT 1, 601	@left	1	6(disz) gu4	6(dic) gu4			
P103447	AUCT 1, 602	@left	1	3(u) 8(disz) gu4	3(u) 8(dic) gu4			
P103448	AUCT 1, 603	@left	1	3(disz) gu4 3(u) udu	3(dic) gu4 3(u) udu			
P103449	AUCT 1, 604	@reverse	3	mu {d}amar-{d}suen lugal	mu {d}amar-{d}suen lugal		mu(year) {d}amar-{d}suen lugal	{d}amar-{d}suen
P103450	AUCT 1, 605	@left	1	1(disz)	1(dic)			
P103451	AUCT 1, 606	@left	1	1(disz)	1(dic)			
P103452	AUCT 1, 607	@left	1	7(disz)	7(dic)			
P103454	AUCT 1, 609	@left	1	5(disz)	5(dic)			
P103455	AUCT 1, 610	@left	1	2(disz)	2(dic)			
P103456	AUCT 1, 611	@left	1	1(u)	1(u)			
P103457	AUCT 1, 612	@left	1	1(disz)	1(dic)			
P103458	AUCT 1, 613	@left	1	9(disz) udu	9(dic) udu			
P103459	AUCT 1, 614	@left	1	2(disz)	2(dic)			
P103460	AUCT 1, 615	@left	1	2(gesz2) 3(u)	2(gec2) 3(u)			
P103461	AUCT 1, 616	@left	1	1(disz)	1(dic)			
P103462	AUCT 1, 617	@left	1	1(disz)	1(dic)			
P103463	AUCT 1, 618	@left	1	1(disz) gu4 1(disz) udu	1(dic) gu4 1(dic) udu			
P103464	AUCT 1, 619	@left	1	2(disz)	2(dic)			
P103465	AUCT 1, 620	@left	1	1(u)	1(u)			
P103466	AUCT 1, 621	@left	1	7(disz)	7(dic)			
P103467	AUCT 1, 622	@left	1	1(disz)	1(dic)			
P103468	AUCT 1, 623	@reverse	3	mu hu-uh2-nu-ri{ki} ba-hul	mu hu-uh2-nu-ri{ki} ba-hul		mu(year) hu-uh2-nu-ri{ki} ba-hul	
P103469	AUCT 1, 624	@left	1	4(disz)	4(dic)			
P103470	AUCT 1, 625	@left	1	2(disz)	2(dic)			
P103471	AUCT 1, 626	@left	1	4(disz)	4(dic)			
P103472	AUCT 1, 627	@left	1	1(disz)	1(dic)			
P103473	AUCT 1, 628	@left	1	6(disz)	6(dic)			
P103474	AUCT 1, 629	@left	1	2(disz)	2(dic)			
P103475	AUCT 1, 630	@reverse	6	mu us2-sa ur-bi2-lum{ki} ba-hul	mu us2-sa ur-bi2-lum{ki} ba-hul		mu(year) us2-sa ur-bi2-lum{ki} ba-hul	us2-sa
P103477	AUCT 1, 632	@reverse	4	mu ki-masz{ki} ba-hul	mu ki-mac{ki} ba-hul		mu(year) ki-masz{ki} ba-hul	
P103480	AUCT 1, 635	@left	1	5(disz)	5(dic)			
P103481	AUCT 1, 636	@left	1	1(u)	1(u)			
P103482	AUCT 1, 637	@left	1	kiszib3 nu-ur2-{d}suen dub-sar	kicib3 nu-ur2-{d}suen dub-sar			
P103483	AUCT 1, 638	@left	1	4(disz)	4(dic)			
P103484	AUCT 1, 639	@left	1	2(disz)	2(dic)			
P103485	AUCT 1, 640	@left	1	1(gesz2) 1(u)	1(gec2) 1(u)			
P103486	AUCT 1, 641	@left	1	2(disz)	2(dic)			
P103487	AUCT 1, 642	@reverse	3	mu us2-sa ki-masz{ki} ba-hul	mu us2-sa ki-mac{ki} ba-hul		mu(year) us2-sa ki-masz{ki} ba-hul	
P103488	AUCT 1, 643	@left	1	2(disz)	2(dic)			
P103489	AUCT 1, 644	@reverse	5	mu bad3 ma-du ba-du3	mu bad3 ma-du ba-du3		mu(year) bad3 ma-du ba-du3	
P103490	AUCT 1, 645	@reverse	2	mu ki-masz{ki} u3 hu-ur5-ti{ki} ba-hul	mu ki-mac{ki} u3 hu-ur5-ti{ki} ba-hul		mu(year) ki-masz{ki} u3 hu-ur5-ti{ki} ba-hul	hu-ur5-ti{ki}
P103491	AUCT 1, 646	@left	1	3(disz)	3(dic)			
P103492	AUCT 1, 647	@reverse	2	mu en {d}inanna unu{ki}-ga masz2-e i3-pa3	mu en {d}inanna unu{ki}-ga mac2-e i3-pa3		mu(year) en {d}inanna unu{ki}-ga masz2-e i3-pa3	unu{ki}-ga
P103493	AUCT 1, 648	@reverse	3	mu e2 puzur4-isz-{d}da-gan ba-du3	mu e2 puzur4-ic-{d}da-gan ba-du3		mu(year) e2 puzur4-isz-{d}da-gan ba-du3	ba-du3
P103494	AUCT 1, 649	@left	1	1(gesz2) 4(u) la2 1(disz)	1(gec2) 4(u) la2 1(dic)			
P103495	AUCT 1, 650	@left	1	2(disz) gu4 1(u) 5(disz) udu	2(dic) gu4 1(u) 5(dic) udu			
P103496	AUCT 1, 651	@left	1	4(disz) gin2 2(u) sze	4(dic) gin2 2(u) ce			
P103497	AUCT 1, 652	@reverse	4	mu ur-bi2-lum{ki} ba-hul	mu ur-bi2-lum{ki} ba-hul		mu(year) ur-bi2-lum{ki} ba-hul	ur-bi2-lum{ki}
P103498	AUCT 1, 653	@reverse	5	mu ha-ar-szi{ki} ki-masz{ki} ba-hul	mu ha-ar-ci{ki} ki-mac{ki} ba-hul		mu(year) ha-ar-szi{ki} ki-masz{ki} ba-hul	
P103499	AUCT 1, 654	@reverse	4	mu us2-sa ki-masz{ki} ba-hul	mu us2-sa ki-mac{ki} ba-hul		mu(year) us2-sa ki-masz{ki} ba-hul	
P103500	AUCT 1, 655	@left	1	1(gesz2) 2(u) 3(disz)	1(gec2) 2(u) 3(dic)			
P103501	AUCT 1, 656	@reverse	3	mu ki-masz{ki} ba-hul	mu ki-mac{ki} ba-hul		mu(year) ki-masz{ki} ba-hul	
P103502	AUCT 1, 657	@reverse	6	[mu] en-mah-gal-[an-na] ba-hun	[mu] en-mah-gal-[an-na] ba-hun		[mu(year)] en-mah-gal-[an-na] ba-hun	
P103503	AUCT 1, 658	@reverse	4	mu en {d}nanna masz-e i3-pa3	mu en {d}nanna mac-e i3-pa3		mu(year) en {d}nanna masz-e i3-pa3	masz-e
P103504	AUCT 1, 659	@left	1	1(disz)	1(dic)			
P103505	AUCT 1, 660	@reverse	2	iti ezem-mah	iti ezem-mah		iti[month] ezem-mah	
P103506	AUCT 1, 661	@left	1	1(disz)	1(dic)			
P103507	AUCT 1, 662	@reverse	5	mu hu-uh2-nu-ri{ki} ba-hul	mu hu-uh2-nu-ri{ki} ba-hul		mu(year) hu-uh2-nu-ri{ki} ba-hul	
P103508	AUCT 1, 663	@left	1	1(disz)	1(dic)			
P103511	AUCT 1, 666	@reverse	4	mu ki-masz{ki} ba-hul	mu ki-mac{ki} ba-hul		mu(year) ki-masz{ki} ba-hul	
P103516	AUCT 1, 671	@reverse	1	mu [en-unu6]-gal {d}inanna [ba-hun]	mu [en-unu6]-gal {d}inanna [ba-hun]		mu(year) [en-unu6]-gal {d}inanna [ba-hun]	[ba-hun]
P103518	AUCT 1, 673	@left	1	1(disz)	1(dic)			
P103519	AUCT 1, 674	@reverse	4	mu ma2-dara3-abzu ba-ab-du8	mu ma2-dara3-abzu ba-ab-du8		mu(year) ma2-dara3-abzu ba-ab-du8	
P103521	AUCT 1, 676	@reverse	4	[mu] en-unu6-[gal] {d}inanna ba-[hun]	[mu] en-unu6-[gal] {d}inanna ba-[hun]		[mu(year)] en-unu6-[gal] {d}inanna ba-[hun]	ba-[hun]
P103522	AUCT 1, 677	@reverse	8	mu ha-ar-szi{ki} u3 ki-masz{ki} ba-hul	mu ha-ar-ci{ki} u3 ki-mac{ki} ba-hul		mu(year) ha-ar-szi{ki} u3 ki-masz{ki} ba-hul	ki-masz{ki}
P103524	AUCT 1, 679	@left	1	4(disz) gu4 1(u) 5(disz) udu	4(dic) gu4 1(u) 5(dic) udu			
P103525	AUCT 1, 680	@left	1	3(u) la2 1(disz) gu4 1(gesz2) 4(u) la2 1(disz) udu	3(u) la2 1(dic) gu4 1(gec2) 4(u) la2 1(dic) udu			
P103528	AUCT 1, 683	@reverse	4	mu us2-sa ur-bi2-lum{ki} ba-hul	mu us2-sa ur-bi2-lum{ki} ba-hul		mu(year) us2-sa ur-bi2-lum{ki} ba-hul	us2-sa
P103529	AUCT 1, 684	@left	1	1(disz) gu4 1(u) 1(disz) udu	1(dic) gu4 1(u) 1(dic) udu			
P103531	AUCT 1, 686	@reverse	7	mu sza-asz-ru{ki} ba-hul	mu ca-ac-ru{ki} ba-hul		mu(year) sza-asz-ru{ki} ba-hul	sza-asz-ru{ki}
P103532	AUCT 1, 687	@left	1	7(disz)	7(dic)			
P103533	AUCT 1, 688	@reverse	4	mu us2-sa ki-masz{ki} ba-hul mu us2-sa-bi	mu us2-sa ki-mac{ki} ba-hul mu us2-sa-bi		mu(year) us2-sa ki-masz{ki} ba-hul mu(year) us2-sa-bi	us2-sa-bi
P103534	AUCT 1, 689	@left	1	5(disz) udu	5(dic) udu			
P103535	AUCT 1, 690	@reverse	3	iti ezem-{d}nin-a-zu	iti ezem-{d}nin-a-zu		iti[month] ezem-{d}nin-a-zu	
P103536	AUCT 1, 691	@reverse	2	iti u5-bi2{muszen}-gu7	iti u5-bi2{mucen}-gu7		iti[month] u5-bi2{muszen}-gu7	u5-bi2{muszen}-gu7
P103537	AUCT 1, 692	@reverse	5	mu {d}amar-{d}suen lugal	mu {d}amar-{d}suen lugal		mu(year) {d}amar-{d}suen lugal	{d}amar-{d}suen
P103538	AUCT 1, 693	@reverse	4	mu ur-bi2-lum{ki} ba-hul	mu ur-bi2-lum{ki} ba-hul		mu(year) ur-bi2-lum{ki} ba-hul	ur-bi2-lum{ki}
P103539	AUCT 1, 694	@reverse	4	mu hu-uh2-nu-ri{ki} ba-hul	mu hu-uh2-nu-ri{ki} ba-hul		mu(year) hu-uh2-nu-ri{ki} ba-hul	
P103540	AUCT 1, 695	@reverse	3	iti ki-siki-{d}nin-[a-zu]	iti ki-siki-{d}nin-[a-zu]		iti[month] ki-siki-{d}nin-[a-zu]	ki-siki-{d}nin-[a-zu]
P103541	AUCT 1, 696	@left	1	3(u)	3(u)			
P103542	AUCT 1, 697	@left	1	1(disz)	1(dic)			
P103543	AUCT 1, 698	@left	1	2(disz)	2(dic)			
P103544	AUCT 1, 699	@reverse	2	mu {d}amar-{d}suen lugal	mu {d}amar-{d}suen lugal		mu(year) {d}amar-{d}suen lugal	{d}amar-{d}suen
P103545	AUCT 1, 700	@left	1	1(disz)	1(dic)			
P103547	AUCT 1, 702	@reverse	4	mu ma2-dara3-abzu ba-ab-du8	mu ma2-dara3-abzu ba-ab-du8		mu(year) ma2-dara3-abzu ba-ab-du8	
P103548	AUCT 1, 703	@left	1	1(disz)	1(dic)			
P103549	AUCT 1, 704	@left	1	8(disz) udu	8(dic) udu			
P103551	AUCT 1, 706	@left	1	1(u) 3(disz)	1(u) 3(dic)			
P103552	AUCT 1, 707	@left	1	2(disz)	2(dic)			
P103553	AUCT 1, 708	@reverse	4	mu ki-masz{ki} [u3] hu-ur5-ti[{ki}] ba-hul	mu ki-mac{ki} [u3] hu-ur5-ti[{ki}] ba-hul		mu(year) ki-masz{ki} [u3] hu-ur5-ti[{ki}] ba-hul	
P103555	AUCT 1, 710	@left	1	1(disz)	1(dic)			
P103556	AUCT 1, 711	@left	1	2(u) 5(disz) udu	2(u) 5(dic) udu			
P103558	AUCT 1, 713	@seal 1	3	sipa na-gab2-tum	sipa na-gab2-tum			
P103559	AUCT 1, 714	@left	1	1(disz)	1(dic)			
P103560	AUCT 1, 715	@reverse	2	mu e2 {d}[szara2] ba-du3	mu e2 {d}[cara2] ba-du3		mu(year) e2 {d}[szara2] ba-du3	ba-du3
P103561	AUCT 1, 716	@reverse	4	mu en {d}nanna ba-hun-ga2	mu en {d}nanna ba-hun-ga2		mu(year) en {d}nanna ba-hun-ga2	ba-hun-ga2
P103567	AUCT 1, 722	@reverse	4	mu si-mu-ru-um{ki} lu-lu-bu{ki} a-ra2 1(u) la2 1(disz)-kam-asz ba-hul	mu si-mu-ru-um{ki} lu-lu-bu{ki} a-ra2 1(u) la2 1(dic)-kam-ac ba-hul		mu(year) si-mu(year)-ru-um{ki} lu-lu-bu{ki} a-ra2 1(u) la2 1(disz)-kam-asz ba-hul	
P103569	AUCT 1, 724	@left	1	2(disz)	2(dic)			
P103570	AUCT 1, 725	@left	1	1(u) 1(disz) gu4 2(gesz2) 4(u) udu	1(u) 1(dic) gu4 2(gec2) 4(u) udu			
P103573	AUCT 1, 728	@reverse	4	mu [...] ba-hun	mu [...] ba-hun		mu(year) [...] ba-hun	
P103576	AUCT 1, 731	@left	1	6(disz)	6(dic)			
P103578	AUCT 1, 733	@reverse	2	mu us2-sa e2 puzur4-isz-{d}da-[gan] mu us2-sa-bi	mu us2-sa e2 puzur4-ic-{d}da-[gan] mu us2-sa-bi		mu(year) us2-sa e2 puzur4-isz-{d}da-[gan] mu(year) us2-sa-bi	us2-sa
P103579	AUCT 1, 734	@left	1	1(u)	1(u)			
P103581	AUCT 1, 736	@left	1	6(disz)	6(dic)			
P103586	AUCT 1, 741	@left	1	2(disz)	2(dic)			
P103587	AUCT 1, 742	@left	1	1(disz)	1(dic)			
P103588	AUCT 1, 743	@reverse	5	mu ha-ar-szi{ki} u3 ki-masz{ki} ba-hul	mu ha-ar-ci{ki} u3 ki-mac{ki} ba-hul		mu(year) ha-ar-szi{ki} u3 ki-masz{ki} ba-hul	ki-masz{ki}
